dataset_id,category,subcategory,indicator,region,year_label,year_num,value,unit,data_kind,source_table
agriculture_crops_official,産業,農業,ほうれんそう_収穫量,西条市,令和4年,2022,159,t,actual,23. 主要農作物
agriculture_crops_official,産業,農業,ほうれんそう_作付面積,西条市,令和5年,2023,25,ha,actual,23. 主要農作物
agriculture_crops_official,産業,農業,ほうれんそう_収穫量,西条市,令和5年,2023,160,t,actual,23. 主要農作物
agriculture_crops_official,産業,農業,ほうれんそう_作付面積,西条市,令和6年,2024,21,ha,actual,23. 主要農作物
agriculture_crops_official,産業,農業,ほうれんそう_収穫量,西条市,令和6年,2024,110,t,actual,23. 主要農作物
agriculture_crops_official,産業,農業,たまねぎ_作付面積,西条市,令和2年,2020,83,ha,actual,23. 主要農作物
agriculture_crops_official,産業,農業,たまねぎ_収穫量,西条市,令和2年,2020,2650,t,actual,23. 主要農作物
agriculture_crops_official,産業,農業,たまねぎ_作付面積,西条市,令和3年,2021,68,ha,actual,23. 主要農作物
agriculture_crops_official,産業,農業,たまねぎ_収穫量,西条市,令和3年,2021,2280,t,actual,23. 主要農作物
agriculture_crops_official,産業,農業,たまねぎ_作付面積,西条市,令和4年,2022,62,ha,actual,23. 主要農作物
agriculture_crops_official,産業,農業,たまねぎ_収穫量,西条市,令和4年,2022,1690,t,actual,23. 主要農作物
agriculture_crops_official,産業,農業,たまねぎ_作付面積,西条市,令和5年,2023,54,ha,actual,23. 主要農作物
agriculture_crops_official,産業,農業,たまねぎ_収穫量,西条市,令和5年,2023,1740,t,actual,23. 主要農作物
agriculture_crops_official,産業,農業,たまねぎ_作付面積,西条市,令和6年,2024,48,ha,actual,23. 主要農作物
agriculture_crops_official,産業,農業,たまねぎ_収穫量,西条市,令和6年,2024,1340,t,actual,23. 主要農作物
agriculture_crops_official,産業,農業,きゅうり_作付面積,西条市,令和2年,2020,39,ha,actual,23. 主要農作物
agriculture_crops_official,産業,農業,きゅうり_収穫量,西条市,令和2年,2020,1873,t,actual,23. 主要農作物
agriculture_crops_official,産業,農業,きゅうり_作付面積,西条市,令和3年,2021,38,ha,actual,23. 主要農作物
agriculture_crops_official,産業,農業,きゅうり_収穫量,西条市,令和3年,2021,1903,t,actual,23. 主要農作物
agriculture_crops_official,産業,農業,きゅうり_作付面積,西条市,令和4年,2022,37,ha,actual,23. 主要農作物
agriculture_crops_official,産業,農業,きゅうり_収穫量,西条市,令和4年,2022,1702,t,actual,23. 主要農作物
agriculture_crops_official,産業,農業,きゅうり_作付面積,西条市,令和5年,2023,34,ha,actual,23. 主要農作物
agriculture_crops_official,産業,農業,きゅうり_収穫量,西条市,令和5年,2023,1756,t,actual,23. 主要農作物
agriculture_crops_official,産業,農業,きゅうり_作付面積,西条市,令和6年,2024,31,ha,actual,23. 主要農作物
agriculture_crops_official,産業,農業,きゅうり_収穫量,西条市,令和6年,2024,1550,t,actual,23. 主要農作物
